"Ebene";"EDV-Code";"Code";"Titel";"Kurztitel"
4;"G4762";"G 47.62";"Retail sale of newspapers, and other periodical publications and stationery";""
5;"G47620";"G 47.62-0";"Retail sale of newspapers, and other periodical publications and stationery";""
4;"G4763";"G 47.63";"Retail sale of sporting equipment";""
5;"G47630";"G 47.63-0";"Retail sale of sporting equipment";""
4;"G4764";"G 47.64";"Retail sale of games and toys";""
5;"G47640";"G 47.64-0";"Retail sale of games and toys";""
4;"G4769";"G 47.69";"Retail sale of cultural and recreational goods n.e.c.";""
5;"G47690";"G 47.69-0";"Retail sale of cultural and recreational goods n.e.c.";""
3;"G477";"G 47.7";"Retail sale of other goods, except motor vehicles and motorcycles";""
4;"G4771";"G 47.71";"Retail sale of clothing";""
5;"G47710";"G 47.71-0";"Retail sale of clothing";""
4;"G4772";"G 47.72";"Retail sale of footwear and leather goods";""
5;"G47720";"G 47.72-0";"Retail sale of footwear and leather goods";""
4;"G4773";"G 47.73";"Retail sale of pharmaceutical products";""
5;"G47730";"G 47.73-0";"Retail sale of pharmaceutical products";""
4;"G4774";"G 47.74";"Retail sale of medical and orthopaedic goods";""
5;"G47741";"G 47.74-1";"Retail sale of optical products";""
5;"G47749";"G 47.74-9";"Retail sale of other medical and orthopaedic items";""
4;"G4775";"G 47.75";"Retail sale of cosmetic and toilet articles";""
5;"G47750";"G 47.75-0";"Retail sale of cosmetic and toilet articles";""
4;"G4776";"G 47.76";"Retail sale of flowers, plants, fertilisers, pets and pet food";""
5;"G47761";"G 47.76-1";"Retail sale of flowers, plants, fertilisers";""
5;"G47762";"G 47.76-2";"Retail sale of zoological products and pets";""
4;"G4777";"G 47.77";"Retail sale of watches and jewellery";""
5;"G47770";"G 47.77-0";"Retail sale of watches and jewellery";""
4;"G4778";"G 47.78";"Retail sale of other new goods";""
5;"G47781";"G 47.78-1";"Retail sale of photographic equipment and household fuel oil, bottled gas, coal and fuel wood";""
5;"G47789";"G 47.78-9";"Retail sale of other new goods n.e.c.";""
4;"G4779";"G 47.79";"Retail sale of second-hand goods";""
5;"G47790";"G 47.79-0";"Retail sale of second-hand goods";""
3;"G478";"G 47.8";"Retail sale of motor vehicles, motorcycles and related parts and accessories";""
4;"G4781";"G 47.81";"Retail sale of motor vehicles";""
5;"G47810";"G 47.81-0";"Retail sale of motor vehicles";""
4;"G4782";"G 47.82";"Retail sale of motor vehicle parts and accessories";""
5;"G47820";"G 47.82-0";"Retail sale of motor vehicle parts and accessories";""
4;"G4783";"G 47.83";"Retail sale of motorcycles, motorcycle parts and accessories";""
5;"G47830";"G 47.83-0";"Retail sale of motorcycles, motorcycle parts and accessories";""
3;"G479";"G 47.9";"Intermediation service activities for retail sale";""
4;"G4791";"G 47.91";"Intermediation service activities for non-specialised retail sale";""
5;"G47910";"G 47.91-0";"Intermediation service activities for non-specialised retail sale";""
4;"G4792";"G 47.92";"Intermediation service activities for specialised retail sale";""
5;"G47920";"G 47.92-0";"Intermediation service activities for specialised retail sale";""
1;"H";"H";"TRANSPORTATION AND STORAGE";""
2;"H49";"H 49";"Land transport and transport via pipelines";""
3;"H491";"H 49.1";"Passenger rail transport";""
4;"H4911";"H 49.11";"Passenger heavy rail transport";""
5;"H49110";"H 49.11-0";"Passenger heavy rail transport";""
4;"H4912";"H 49.12";"Other passenger rail transport";""
5;"H49120";"H 49.12-0";"Other passenger rail transport";""
3;"H492";"H 49.2";"Freight rail transport";""
4;"H4920";"H 49.20";"Freight rail transport";""
5;"H49200";"H 49.20-0";"Freight rail transport";""
3;"H493";"H 49.3";"Other passenger land transport";""
4;"H4931";"H 49.31";"Scheduled passenger transport by road";""
5;"H49310";"H 49.31-0";"Scheduled passenger transport by road";""
4;"H4932";"H 49.32";"Non-scheduled passenger transport by road";""
5;"H49320";"H 49.32-0";"Non-scheduled passenger transport by road";""
4;"H4933";"H 49.33";"On-demand passenger transport service activities by vehicle with driver";""
5;"H49330";"H 49.33-0";"On-demand passenger transport service activities by vehicle with driver";""
4;"H4934";"H 49.34";"Passenger transport by cableways and ski lifts";""
5;"H49340";"H 49.34-0";"Passenger transport by cableways and ski lifts";""
4;"H4939";"H 49.39";"Other passenger land transport n.e.c.";""
5;"H49390";"H 49.39-0";"Other passenger land transport n.e.c.";""
3;"H494";"H 49.4";"Freight transport by road and removal services";""
4;"H4941";"H 49.41";"Freight transport by road";""
5;"H49410";"H 49.41-0";"Freight transport by road";""
4;"H4942";"H 49.42";"Removal services";""
5;"H49420";"H 49.42-0";"Removal services";""
3;"H495";"H 49.5";"Transport via pipeline";""
4;"H4950";"H 49.50";"Transport via pipeline";""
5;"H49500";"H 49.50-0";"Transport via pipeline";""
2;"H50";"H 50";"Water transport";""
3;"H501";"H 50.1";"Sea and coastal passenger water transport";""
4;"H5010";"H 50.10";"Sea and coastal passenger water transport";""
5;"H50100";"H 50.10-0";"Sea and coastal passenger water transport";""
3;"H502";"H 50.2";"Sea and coastal freight water transport";""
4;"H5020";"H 50.20";"Sea and coastal freight water transport";""
5;"H50200";"H 50.20-0";"Sea and coastal freight water transport";""
3;"H503";"H 50.3";"Inland passenger water transport";""
4;"H5030";"H 50.30";"Inland passenger water transport";""
5;"H50300";"H 50.30-0";"Inland passenger water transport";""
3;"H504";"H 50.4";"Inland freight water transport";""
4;"H5040";"H 50.40";"Inland freight water transport";""
5;"H50400";"H 50.40-0";"Inland freight water transport";""
2;"H51";"H 51";"Air transport";""
3;"H511";"H 51.1";"Passenger air transport";""
4;"H5110";"H 51.10";"Passenger air transport";""
5;"H51100";"H 51.10-0";"Passenger air transport";""
3;"H512";"H 51.2";"Freight air transport and space transport";""
4;"H5121";"H 51.21";"Freight air transport";""
5;"H51210";"H 51.21-0";"Freight air transport";""
4;"H5122";"H 51.22";"Space transport";""
5;"H51220";"H 51.22-0";"Space transport";""
2;"H52";"H 52";"Warehousing, storage and support activities for transportation";""
3;"H521";"H 52.1";"Warehousing and storage";""
4;"H5210";"H 52.10";"Warehousing and storage";""
5;"H52101";"H 52.10-1";"Storage of crude petroleum and natural gas";""
5;"H52109";"H 52.10-9";"Other storage";""
3;"H522";"H 52.2";"Support activities for transportation";""
4;"H5221";"H 52.21";"Service activities incidental to land transportation";""
5;"H52211";"H 52.21-1";"Operation of car parks and garages";""
5;"H52212";"H 52.21-2";"Operation of toll roads";""
5;"H52213";"H 52.21-3";"Operation of railway infrastructure";""
5;"H52219";"H 52.21-9";"Service activities incidental to land transportation n.e.c.";""
4;"H5222";"H 52.22";"Service activities incidental to water transportation";""
5;"H52220";"H 52.22-0";"Service activities incidental to water transportation";""
4;"H5223";"H 52.23";"Service activities incidental to air transportation";""
5;"H52230";"H 52.23-0";"Service activities incidental to air transportation";""
4;"H5224";"H 52.24";"Cargo handling";""
5;"H52240";"H 52.24-0";"Cargo handling";""
4;"H5225";"H 52.25";"Logistics service activities";""
5;"H52250";"H 52.25-0";"Logistics service activities";""
4;"H5226";"H 52.26";"Other support activities for transportation";""
5;"H52260";"H 52.26-0";"Other support activities for transportation";""
3;"H523";"H 52.3";"Intermediation service activities for transportation";""
4;"H5231";"H 52.31";"Intermediation service activities for freight transportation";""
5;"H52310";"H 52.31-0";"Intermediation service activities for freight transportation";""
4;"H5232";"H 52.32";"Intermediation service activities for passenger transportation";""
5;"H52320";"H 52.32-0";"Intermediation service activities for passenger transportation";""
2;"H53";"H 53";"Postal and courier activities";""
3;"H531";"H 53.1";"Postal activities under universal service obligation";""
4;"H5310";"H 53.10";"Postal activities under universal service obligation";""
5;"H53100";"H 53.10-0";"Postal activities under universal service obligation";""
3;"H532";"H 53.2";"Other postal and courier activities";""
4;"H5320";"H 53.20";"Other postal and courier activities";""
5;"H53200";"H 53.20-0";"Other postal and courier activities";""
3;"H533";"H 53.3";"Intermediation service activities for postal and courier activities";""
4;"H5330";"H 53.30";"Intermediation service activities for postal and courier activities";""
5;"H53300";"H 53.30-0";"Intermediation service activities for postal and courier activities";""
1;"I";"I";"ACCOMMODATION AND FOOD SERVICE ACTIVITIES";""
2;"I55";"I 55";"Accommodation";""
3;"I551";"I 55.1";"Hotels and similar accommodation";""
4;"I5510";"I 55.10";"Hotels and similar accommodation";""
5;"I55101";"I 55.10-1";"Hotels";""
5;"I55102";"I 55.10-2";"Inns and cottages and holiday flats";""
3;"I552";"I 55.2";"Holiday and other short-stay accommodation";""
4;"I5520";"I 55.20";"Holiday and other short-stay accommodation";""
5;"I55201";"I 55.20-1";"Youth hostels and mountain refuges";""
5;"I55202";"I 55.20-2";"Cottages and holiday flats";""
3;"I553";"I 55.3";"Camping grounds and recreational vehicle parks";""
4;"I5530";"I 55.30";"Camping grounds and recreational vehicle parks";""
5;"I55300";"I 55.30-0";"Camping grounds and recreational vehicle parks";""
3;"I554";"I 55.4";"Intermediation service activities for accommodation";""
4;"I5540";"I 55.40";"Intermediation service activities for accommodation";""
5;"I55400";"I 55.40-0";"Intermediation service activities for accommodation";""
3;"I559";"I 55.9";"Other accommodation";""
4;"I5590";"I 55.90";"Other accommodation";""
5;"I55900";"I 55.90-0";"Other accommodation";""
2;"I56";"I 56";"Food and beverage service activities";""
3;"I561";"I 56.1";"Restaurants and mobile food service activities";""
4;"I5611";"I 56.11";"Restaurant activities";""
5;"I56111";"I 56.11-1";"Restaurants";""
5;"I56112";"I 56.11-2";"Refreshment and take away stands";""
5;"I56113";"I 56.11-3";"Coffee-houses";""
5;"I56114";"I 56.11-4";"Ice cream parlours";""
4;"I5612";"I 56.12";"Mobile food service activities";""
5;"I56120";"I 56.12-0";"Mobile food service activities";""
3;"I562";"I 56.2";"Event catering, contract catering service activities and other food service activities";""
4;"I5621";"I 56.21";"Event catering activities";""
5;"I56210";"I 56.21-0";"Event catering activities";""
4;"I5622";"I 56.22";"Contract catering service activities and other food service activities";""
5;"I56220";"I 56.22-0";"Contract catering service activities and other food service activities";""
3;"I563";"I 56.3";"Beverage serving activities";""
4;"I5630";"I 56.30";"Beverage serving activities";""
5;"I56300";"I 56.30-0";"Beverage serving activities";""
3;"I564";"I 56.4";"Intermediation service activities for food and beverage services activities";""
4;"I5640";"I 56.40";"Intermediation service activities for food and beverage services activities";""
5;"I56400";"I 56.40-0";"Intermediation service activities for food and beverage services activities";""
1;"J";"J";"PUBLISHING, BROADCASTING, AND CONTENT PRODUCTION AND DISTRIBUTION ACTIVITIES";""
2;"J58";"J 58";"Publishing activities";""
3;"J581";"J 58.1";"Publishing of books, newspapers and other publishing activities, except software publishing";""
4;"J5811";"J 58.11";"Publishing of books";""
5;"J58110";"J 58.11-0";"Publishing of books";""
4;"J5812";"J 58.12";"Publishing of newspapers";""
5;"J58120";"J 58.12-0";"Publishing of newspapers";""
4;"J5813";"J 58.13";"Publishing of journals and periodicals";""
5;"J58130";"J 58.13-0";"Publishing of journals and periodicals";""
4;"J5819";"J 58.19";"Other publishing activities, except software publishing";""
5;"J58190";"J 58.19-0";"Other publishing activities, except software publishing";""
3;"J582";"J 58.2";"Software publishing";""
4;"J5821";"J 58.21";"Publishing of video games";""
5;"J58210";"J 58.21-0";"Publishing of video games";""
4;"J5829";"J 58.29";"Other software publishing";""
5;"J58290";"J 58.29-0";"Other software publishing";""
2;"J59";"J 59";"Motion picture, video and television programme production, sound recording and music publishing activities";""
3;"J591";"J 59.1";"Motion picture, video and television programme activities";""
4;"J5911";"J 59.11";"Motion picture, video and television programme production activities";""
5;"J59110";"J 59.11-0";"Motion picture, video and television programme production activities";""
4;"J5912";"J 59.12";"Motion picture, video and television programme post-production activities";""
5;"J59120";"J 59.12-0";"Motion picture, video and television programme post-production activities";""
4;"J5913";"J 59.13";"Motion picture and video distribution activities";""
5;"J59130";"J 59.13-0";"Motion picture and video distribution activities";""
4;"J5914";"J 59.14";"Motion picture projection activities";""
5;"J59140";"J 59.14-0";"Motion picture projection activities";""
3;"J592";"J 59.2";"Sound recording and music publishing activities";""
4;"J5920";"J 59.20";"Sound recording and music publishing activities";""
5;"J59200";"J 59.20-0";"Sound recording and music publishing activities";""
2;"J60";"J 60";"Programming, broadcasting, news agency and other content distribution activities";""
3;"J601";"J 60.1";"Radio broadcasting and audio distribution activities";""
4;"J6010";"J 60.10";"Radio broadcasting and audio distribution activities";""
5;"J60100";"J 60.10-0";"Radio broadcasting and audio distribution activities";""
3;"J602";"J 60.2";"Television programming, broadcasting and video distribution activities";""
4;"J6020";"J 60.20";"Television programming, broadcasting and video distribution activities";""
5;"J60200";"J 60.20-0";"Television programming, broadcasting and video distribution activities";""
3;"J603";"J 60.3";"News agency and other content distribution activities";""
4;"J6031";"J 60.31";"News agency activities";""
5;"J60310";"J 60.31-0";"News agency activities";""
4;"J6039";"J 60.39";"Other content distribution activities";""
5;"J60390";"J 60.39-0";"Other content distribution activities";""
1;"K";"K";"TELECOMMUNICATION, COMPUTER PROGRAMMING, CONSULTING, COMPUTING INFRASTRUCTURE AND OTHER INFORMATION SERVICE ACTIVITIES";""
2;"K61";"K 61";"Telecommunication";""
3;"K611";"K 61.1";"Wired, wireless, and satellite telecommunication activities";""
4;"K6110";"K 61.10";"Wired, wireless, and satellite telecommunication activities";""
5;"K61100";"K 61.10-0";"Wired, wireless, and satellite telecommunication activities";""
3;"K612";"K 61.2";"Telecommunication reselling activities and intermediation service activities for telecommunication";""
4;"K6120";"K 61.20";"Telecommunication reselling activities and intermediation service activities for telecommunication";""
5;"K61200";"K 61.20-0";"Telecommunication reselling activities and intermediation service activities for telecommunication";""
3;"K619";"K 61.9";"Other telecommunication activities";""
4;"K6190";"K 61.90";"Other telecommunication activities";""
5;"K61900";"K 61.90-0";"Other telecommunication activities";""
2;"K62";"K 62";"Computer programming, consultancy and related activities";""
3;"K621";"K 62.1";"Computer programming activities";""
4;"K6210";"K 62.10";"Computer programming activities";""
5;"K62100";"K 62.10-0";"Computer programming activities";""
3;"K622";"K 62.2";"Computer consultancy and computer facilities management activities";""
4;"K6220";"K 62.20";"Computer consultancy and computer facilities management activities";""
5;"K62200";"K 62.20-0";"Computer consultancy and computer facilities management activities";""
3;"K629";"K 62.9";"Other information technology and computer service activities";""
4;"K6290";"K 62.90";"Other information technology and computer service activities";""
5;"K62900";"K 62.90-0";"Other information technology and computer service activities";""
2;"K63";"K 63";"Computing infrastructure, data processing, hosting and other information service activities";""
3;"K631";"K 63.1";"Computing infrastructure, data processing, hosting and related activities";""
4;"K6310";"K 63.10";"Computing infrastructure, data processing, hosting and related activities";""
5;"K63100";"K 63.10-0";"Computing infrastructure, data processing, hosting and related activities";""
3;"K639";"K 63.9";"Web search portal activities and other information service activities";""
4;"K6391";"K 63.91";"Web search portal activities";""
5;"K63910";"K 63.91-0";"Web search portal activities";""
4;"K6392";"K 63.92";"Other information service activities";""
5;"K63920";"K 63.92-0";"Other information service activities";""
1;"L";"L";"FINANCIAL AND INSURANCE ACTIVITIES";""
2;"L64";"L 64";"Financial service activities, except insurance and pension funding";""
3;"L641";"L 64.1";"Monetary intermediation";""
4;"L6411";"L 64.11";"Central banking";""
5;"L64110";"L 64.11-0";"Central banking";""
4;"L6419";"L 64.19";"Other monetary intermediation";""
5;"L64190";"L 64.19-0";"Other monetary intermediation";""
3;"L642";"L 64.2";"Activities of holding companies and financing conduits";""
4;"L6421";"L 64.21";"Activities of holding companies";""
5;"L64210";"L 64.21-0";"Activities of holding companies";""
4;"L6422";"L 64.22";"Activities of financing conduits";""
5;"L64220";"L 64.22-0";"Activities of financing conduits";""
3;"L643";"L 64.3";"Activities of trusts, funds and similar financial entities";""
4;"L6431";"L 64.31";"Activities of money market and non-money market investments funds";""
5;"L64310";"L 64.31-0";"Activities of money market and non-money market investments funds";""
4;"L6432";"L 64.32";"Activities of trust, estate and agency accounts";""
5;"L64320";"L 64.32-0";"Activities of trust, estate and agency accounts";""
3;"L649";"L 64.9";"Other financial service activities, except insurance and pension funding";""
4;"L6491";"L 64.91";"Financial leasing";""
5;"L64910";"L 64.91-0";"Financial leasing";""
4;"L6492";"L 64.92";"Other credit granting";""
5;"L64920";"L 64.92-0";"Other credit granting";""
4;"L6499";"L 64.99";"Other financial service activities, except insurance and pension funding n.e.c.";""
5;"L64990";"L 64.99-0";"Other financial service activities, except insurance and pension funding n.e.c.";""
2;"L65";"L 65";"Insurance, reinsurance and pension funding, except compulsory social security";""
3;"L651";"L 65.1";"Insurance";""
4;"L6511";"L 65.11";"Life insurance";""
5;"L65110";"L 65.11-0";"Life insurance";""
4;"L6512";"L 65.12";"Non-life insurance";""
5;"L65120";"L 65.12-0";"Non-life insurance";""
3;"L652";"L 65.2";"Reinsurance";""
4;"L6520";"L 65.20";"Reinsurance";""
5;"L65200";"L 65.20-0";"Reinsurance";""
3;"L653";"L 65.3";"Pension funding";""
4;"L6530";"L 65.30";"Pension funding";""
5;"L65300";"L 65.30-0";"Pension funding";""
2;"L66";"L 66";"Activities auxiliary to financial services and insurance activities";""
3;"L661";"L 66.1";"Activities auxiliary to financial services, except insurance and pension funding";""
4;"L6611";"L 66.11";"Administration of financial markets";""
5;"L66110";"L 66.11-0";"Administration of financial markets";""
4;"L6612";"L 66.12";"Security and commodity contracts brokerage";""
5;"L66120";"L 66.12-0";"Security and commodity contracts brokerage";""
4;"L6619";"L 66.19";"Other activities auxiliary to financial services, except insurance and pension funding";""
5;"L66190";"L 66.19-0";"Other activities auxiliary to financial services, except insurance and pension funding";""
3;"L662";"L 66.2";"Activities auxiliary to insurance and pension funding";""
4;"L6621";"L 66.21";"Risk and damage evaluation";""
5;"L66210";"L 66.21-0";"Risk and damage evaluation";""
4;"L6622";"L 66.22";"Activities of insurance agents and brokers";""
5;"L66220";"L 66.22-0";"Activities of insurance agents and brokers";""
4;"L6629";"L 66.29";"Activities auxiliary to insurance and pension funding n.e.c.";""
5;"L66290";"L 66.29-0";"Activities auxiliary to insurance and pension funding n.e.c.";""
3;"L663";"L 66.3";"Fund management activities";""
4;"L6630";"L 66.30";"Fund management activities";""
5;"L66300";"L 66.30-0";"Fund management activities";""
1;"M";"M";"REAL ESTATE ACTIVITIES";""
2;"M68";"M 68";"Real estate activities";""
3;"M681";"M 68.1";"Real estate activities with own property and development of building projects";""
4;"M6811";"M 68.11";"Buying and selling of own real estate";""
5;"M68110";"M 68.11-0";"Buying and selling of own real estate";""
4;"M6812";"M 68.12";"Development of building projects";""
5;"M68120";"M 68.12-0";"Development of building projects";""
3;"M682";"M 68.2";"Rental and operating of own or leased real estate";""
4;"M6820";"M 68.20";"Rental and operating of own or leased real estate";""
5;"M68201";"M 68.20-1";"Leasing of real estate";""
5;"M68209";"M 68.20-9";"Other renting and operating of own or leased real estate";""
3;"M683";"M 68.3";"Real estate activities on a fee or contract basis";""
4;"M6831";"M 68.31";"Intermediation service activities for real estate activities";""
5;"M68310";"M 68.31-0";"Intermediation service activities for real estate activities";""
4;"M6832";"M 68.32";"Other real estate activities on a fee or contract basis";""
5;"M68320";"M 68.32-0";"Other real estate activities on a fee or contract basis";""
1;"N";"N";"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES";""
2;"N69";"N 69";"Legal and accounting activities";""
3;"N691";"N 69.1";"Legal activities";""
4;"N6910";"N 69.10";"Legal activities";""
5;"N69100";"N 69.10-0";"Legal activities";""
3;"N692";"N 69.2";"Accounting, bookkeeping and auditing activities; tax consultancy";""
4;"N6920";"N 69.20";"Accounting, bookkeeping and auditing activities; tax consultancy";""
5;"N69200";"N 69.20-0";"Accounting, bookkeeping and auditing activities; tax consultancy";""
2;"N70";"N 70";"Activities of head offices and management consultancy";""
3;"N701";"N 70.1";"Activities of head offices";""
4;"N7010";"N 70.10";"Activities of head offices";""
5;"N70100";"N 70.10-0";"Activities of head offices";""
3;"N702";"N 70.2";"Business and other management consultancy activities";""
4;"N7020";"N 70.20";"Business and other management consultancy activities";""
5;"N70200";"N 70.20-0";"Business and other management consultancy activities";""
2;"N71";"N 71";"Architectural and engineering activities; technical testing and analysis";""
3;"N711";"N 71.1";"Architectural and engineering activities and related technical consultancy";""
4;"N7111";"N 71.11";"Architectural activities";""
5;"N71110";"N 71.11-0";"Architectural activities";""
4;"N7112";"N 71.12";"Engineering activities and related technical consultancy";""
5;"N71120";"N 71.12-0";"Engineering activities and related technical consultancy";""
3;"N712";"N 71.2";"Technical testing and analysis";""
4;"N7120";"N 71.20";"Technical testing and analysis";""
5;"N71200";"N 71.20-0";"Technical testing and analysis";""
2;"N72";"N 72";"Scientific research and development";""
3;"N721";"N 72.1";"Research and experimental development on natural sciences and engineering";""
4;"N7210";"N 72.10";"Research and experimental development on natural sciences and engineering";""
5;"N72100";"N 72.10-0";"Research and experimental development on natural sciences and engineering";""
3;"N722";"N 72.2";"Research and experimental development on social sciences and humanities";""
4;"N7220";"N 72.20";"Research and experimental development on social sciences and humanities";""
5;"N72200";"N 72.20-0";"Research and experimental development on social sciences and humanities";""
2;"N73";"N 73";"Activities of advertising, market research and public relations";""
3;"N731";"N 73.1";"Advertising";""
4;"N7311";"N 73.11";"Activities of advertising agencies";""
5;"N73110";"N 73.11-0";"Activities of advertising agencies";""
4;"N7312";"N 73.12";"Media representation";""
5;"N73120";"N 73.12-0";"Media representation";""
3;"N732";"N 73.2";"Market research and public opinion polling";""
4;"N7320";"N 73.20";"Market research and public opinion polling";""
5;"N73200";"N 73.20-0";"Market research and public opinion polling";""
3;"N733";"N 73.3";"Public relations and communication activities";""
4;"N7330";"N 73.30";"Public relations and communication activities";""
5;"N73300";"N 73.30-0";"Public relations and communication activities";""
2;"N74";"N 74";"Other professional, scientific and technical activities";""
3;"N741";"N 74.1";"Specialised design activities";""
4;"N7411";"N 74.11";"Industrial product and fashion design activities";""
5;"N74110";"N 74.11-0";"Industrial product and fashion design activities";""
4;"N7412";"N 74.12";"Graphic design and visual communication activities";""
5;"N74120";"N 74.12-0";"Graphic design and visual communication activities";""
4;"N7413";"N 74.13";"Interior design activities";""
5;"N74130";"N 74.13-0";"Interior design activities";""
4;"N7414";"N 74.14";"Other specialised design activities";""
5;"N74140";"N 74.14-0";"Other specialised design activities";""
3;"N742";"N 74.2";"Photographic activities";""
4;"N7420";"N 74.20";"Photographic activities";""
5;"N74200";"N 74.20-0";"Photographic activities";""
3;"N743";"N 74.3";"Translation and interpretation activities";""
4;"N7430";"N 74.30";"Translation and interpretation activities";""
5;"N74300";"N 74.30-0";"Translation and interpretation activities";""
3;"N749";"N 74.9";"Other professional, scientific and technical activities n.e.c.";""
4;"N7491";"N 74.91";"Patent brokering and marketing service activities";""
5;"N74910";"N 74.91-0";"Patent brokering and marketing service activities";""
4;"N7499";"N 74.99";"All other professional, scientific and technical activities n.e.c.";""
5;"N74990";"N 74.99-0";"All other professional, scientific and technical activities n.e.c.";""
2;"N75";"N 75";"Veterinary activities";""
3;"N750";"N 75.0";"Veterinary activities";""
4;"N7500";"N 75.00";"Veterinary activities";""
5;"N75000";"N 75.00-0";"Veterinary activities";""
1;"O";"O";"ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES";""
2;"O77";"O 77";"Rental and leasing activities";""
3;"O771";"O 77.1";"Rental and leasing of motor vehicles";""
4;"O7711";"O 77.11";"Rental and leasing of cars and light motor vehicles";""
5;"O77111";"O 77.11-1";"Leasing of cars and light motor vehicles";""
5;"O77112";"O 77.11-2";"Renting and leasing of cars and light motor vehicles";""
4;"O7712";"O 77.12";"Rental and leasing of trucks";""
5;"O77120";"O 77.12-0";"Rental and leasing of trucks";""
3;"O772";"O 77.2";"Rental and leasing of personal and household goods";""
4;"O7721";"O 77.21";"Rental and leasing of recreational and sports goods";""
5;"O77210";"O 77.21-0";"Rental and leasing of recreational and sports goods";""
4;"O7722";"O 77.22";"Rental and leasing of other personal and household goods";""
5;"O77220";"O 77.22-0";"Rental and leasing of other personal and household goods";""
3;"O773";"O 77.3";"Rental and leasing of other machinery, equipment and tangible goods";""
4;"O7731";"O 77.31";"Rental and leasing of agricultural machinery and equipment";""
5;"O77310";"O 77.31-0";"Rental and leasing of agricultural machinery and equipment";""
4;"O7732";"O 77.32";"Rental and leasing of construction and civil engineering machinery and equipment";""
5;"O77320";"O 77.32-0";"Rental and leasing of construction and civil engineering machinery and equipment";""
4;"O7733";"O 77.33";"Rental and leasing of office machinery, equipment and computers";""
5;"O77330";"O 77.33-0";"Rental and leasing of office machinery, equipment and computers";""
4;"O7734";"O 77.34";"Rental and leasing of water transport equipment";""
5;"O77340";"O 77.34-0";"Rental and leasing of water transport equipment";""
4;"O7735";"O 77.35";"Rental and leasing of air transport equipment";""
5;"O77350";"O 77.35-0";"Rental and leasing of air transport equipment";""
4;"O7739";"O 77.39";"Rental and leasing of other machinery, equipment and tangible goods n.e.c.";""
5;"O77390";"O 77.39-0";"Rental and leasing of other machinery, equipment and tangible goods n.e.c.";""
3;"O774";"O 77.4";"Leasing of intellectual property and similar products, except copyrighted works";""
4;"O7740";"O 77.40";"Leasing of intellectual property and similar products, except copyrighted works";""
5;"O77400";"O 77.40-0";"Leasing of intellectual property and similar products, except copyrighted works";""
3;"O775";"O 77.5";"Intermediation service activities for rental and leasing of tangible goods and non-financial intangible assets";""
4;"O7751";"O 77.51";"Intermediation service activities for rental and leasing of cars, motorhomes and trailers";""
5;"O77510";"O 77.51-0";"Intermediation service activities for rental and leasing of cars, motorhomes and trailers";""
4;"O7752";"O 77.52";"Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets";""
5;"O77520";"O 77.52-0";"Intermediation service activities for rental and leasing of other tangible goods and non-financial intangible assets";""
2;"O78";"O 78";"Employment activities";""
3;"O781";"O 78.1";"Activities of employment placement agencies";""
4;"O7810";"O 78.10";"Activities of employment placement agencies";""
5;"O78100";"O 78.10-0";"Activities of employment placement agencies";""
3;"O782";"O 78.2";"Temporary employment agency activities and other human resource provisions";""
4;"O7820";"O 78.20";"Temporary employment agency activities and other human resource provisions";""
5;"O78200";"O 78.20-0";"Temporary employment agency activities and other human resource provisions";""
2;"O79";"O 79";"Travel agency, tour operator and other reservation service and related activities";""
3;"O791";"O 79.1";"Travel agency and tour operator activities";""
4;"O7911";"O 79.11";"Travel agency activities";""
5;"O79110";"O 79.11-0";"Travel agency activities";""
4;"O7912";"O 79.12";"Tour operator activities";""
5;"O79120";"O 79.12-0";"Tour operator activities";""
3;"O799";"O 79.9";"Other reservation service and related activities";""
4;"O7990";"O 79.90";"Other reservation service and related activities";""
5;"O79900";"O 79.90-0";"Other reservation service and related activities";""
2;"O80";"O 80";"Investigation and security activities";""
3;"O800";"O 80.0";"Investigation and security activities";""
4;"O8001";"O 80.01";"Investigation and private security activities";""
5;"O80011";"O 80.01-1";"Private security activitiesPrivate security activitiesPrivate security activities";""
5;"O80012";"O 80.01-2";"Investigation activitiesInvestigation activitiesInvestigation activities";""
4;"O8009";"O 80.09";"Security activities n.e.c.";""
5;"O80090";"O 80.09-0";"Security activities n.e.c.";""
2;"O81";"O 81";"Services to buildings and landscape activities";""
3;"O811";"O 81.1";"Combined facilities support activities";""
4;"O8110";"O 81.10";"Combined facilities support activities";""
5;"O81100";"O 81.10-0";"Combined facilities support activities";""
3;"O812";"O 81.2";"Cleaning activities";""
4;"O8121";"O 81.21";"General cleaning of buildings";""
5;"O81210";"O 81.21-0";"General cleaning of buildings";""
4;"O8122";"O 81.22";"Other building and industrial cleaning activities";""
5;"O81221";"O 81.22-1";"Chimney cleaning";""
5;"O81229";"O 81.22-9";"Other building and industrial cleaning activities n.e.c.";""
4;"O8123";"O 81.23";"Other cleaning activities";""
5;"O81230";"O 81.23-0";"Other cleaning activities";""
3;"O813";"O 81.3";"Landscape service activities";""
4;"O8130";"O 81.30";"Landscape service activities";""
5;"O81300";"O 81.30-0";"Landscape service activities";""
2;"O82";"O 82";"Office administrative, office support and other business support activities";""
3;"O821";"O 82.1";"Office administrative and support activities";""
